"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051094","GO:0051094","positive regulation of developmental process","57/454","461/5022",0.00736532979791397,0.109724832944687,0.0963602517225964,"TRIB1/CLIC1/TACSTD2/XBP1/SPDEF/RHOB/JUN/HSP90AB1/BASP1/P4HB/SKIL/CALR/LCN2/GDF15/TGM2/ZFP36/B2M/F3/GRN/PLA2G2A/HLA-DRA/HSPB1/CCN2/ARF1/HSPA1A/MAGED1/JUNB/MDK/CD24/ALOX15B/CCL19/LTF/HSPA1B/OLFM4/EZR/COL1A1/RACK1/SOX9/ISG15/SFN/PLXNB2/CD74/JUND/NPNT/CIB1/CFL1/AGR2/CCN1/ZFP36L1/TRPM4/PLAAT4/HMG20B/FLNA/HLA-DRB1/ETV4/PTN/SFRP1",57
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","12/454","61/5022",0.0074187632295834,0.109724832944687,0.0963602517225964,"P4HB/CALR/MDK/OLFM4/NPNT/CIB1/AGR2/CCN1/FLNA/PTN/SDC4/SFRP1",12
"GO:0032640","GO:0032640","tumor necrosis factor production","12/454","61/5022",0.0074187632295834,0.109724832944687,0.0963602517225964,"ZFP36/SPON2/APP/HSPB1/HLA-E/ORM1/CCL19/LTF/GSTP1/HSPD1/CLU/ORM2",12
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","12/454","61/5022",0.0074187632295834,0.109724832944687,0.0963602517225964,"ZFP36/SPON2/APP/HSPB1/HLA-E/ORM1/CCL19/LTF/GSTP1/HSPD1/CLU/ORM2",12
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","12/454","61/5022",0.0074187632295834,0.109724832944687,0.0963602517225964,"ZFP36/SPON2/APP/HSPB1/HLA-E/ORM1/CCL19/LTF/GSTP1/HSPD1/CLU/ORM2",12
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","12/454","61/5022",0.0074187632295834,0.109724832944687,0.0963602517225964,"ZFP36/SPON2/APP/HSPB1/HLA-E/ORM1/CCL19/LTF/GSTP1/HSPD1/CLU/ORM2",12
"GO:0002263","GO:0002263","cell activation involved in immune response","15/454","84/5022",0.00749270236761592,0.110121853757176,0.0967089150507042,"XBP1/APP/GRN/RPS6/HLA-DRA/TCIM/MDK/CCL19/HSPD1/CD177/CHGA/CD74/LGALS1/LGALS3/HLA-DRB1",15
"GO:0000302","GO:0000302","response to reactive oxygen species","18/454","108/5022",0.00751208540571136,0.110121853757176,0.0967089150507042,"RHOB/JUN/ND6/ND5/LCN2/EEF2/TXNIP/APOD/TXN/GPX1/PRDX5/SCGB1A1/GSTP1/DUSP1/HSPD1/COL1A1/RACK1/SDC1",18
"GO:0044706","GO:0044706","multi-multicellular organism process","16/454","92/5022",0.00758130889061423,0.110647032399141,0.0971701264718652,"FOSB/RLN1/CALR/RPL29/IGFBP7/BSG/CLDN4/IGFBP5/JUNB/MAGED2/SCGB1A1/IGFBP2/MMP7/SEMG1/RGS2/PTN",16
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","25/454","167/5022",0.00762711585123448,0.110827345680438,0.0973284774368057,"ACTG1/TACSTD2/TMSB4X/TMEFF2/APP/PFN1/TMSB10/DSTN/CCN2/AEBP1/GPX1/ARF1/HSPA1A/HSPA8/BRK1/HSPA1B/TMSB15A/CIB1/ID1/CDC42EP5/FLNA/CLU/SDC4/LMOD1/SFRP1",25
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","8/454","33/5022",0.00766646107408125,0.110912600604503,0.0974033482360863,"PLA2G2A/HLA-E/HLA-A/CHGA/H2BC21/DEFA5/DEFA6/RPL39",8
"GO:0019725","GO:0019725","cellular homeostasis","41/454","311/5022",0.00777749800583594,0.112029786492759,0.098384459899911,"FTL/STEAP2/XBP1/MT1E/SAA1/YWHAE/CALR/LCN2/S100A9/HSP90B1/ATP5F1B/TGM2/MT2A/APP/GRN/TXN/GPX1/ARF1/TMBIM6/NUCKS1/CD24/CKB/PRDX6/PRDX5/CCL19/CCL2/ORMDL3/RACK1/MT1G/HERPUD1/LGALS1/TRPM8/ATP6V0E1/SCGN/STEAP4/MCL1/TRPM4/HLA-DRB1/GRINA/CAMK2N1/ATP6V1G1",41
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","10/454","47/5022",0.00802413137346411,0.11361221108793,0.0997741437866898,"B2M/AZGP1/HLA-DRA/HLA-E/HLA-B/CCL19/HLA-A/HSPD1/TRPM4/HLA-DRB1",10
"GO:0072073","GO:0072073","kidney epithelium development","10/454","47/5022",0.00802413137346411,0.11361221108793,0.0997741437866898,"TACSTD2/BASP1/EPCAM/MAGED1/CD24/SOX9/NPNT/SDC1/SDC4/SFRP1",10
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","9/454","40/5022",0.00802452683204817,0.11361221108793,0.0997741437866898,"SPON2/APP/HSPB1/HLA-E/ORM1/CCL19/HSPD1/CLU/ORM2",9
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","9/454","40/5022",0.00802452683204817,0.11361221108793,0.0997741437866898,"SPON2/APP/HSPB1/HLA-E/ORM1/CCL19/HSPD1/CLU/ORM2",9
"GO:0006979","GO:0006979","response to oxidative stress","28/454","194/5022",0.00810672493706653,0.114287573261708,0.100367246253312,"RHOB/ND1/JUN/P4HB/ND6/ND5/LCN2/EEF2/APP/TXNIP/APOD/HSPB1/TXN/GPX1/ATF4/HSPA1A/PRDX6/PRDX5/DHCR24/HSPA1B/SCGB1A1/GSTP1/DUSP1/HSPD1/COL1A1/RACK1/MCL1/SDC1",28
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","14/454","77/5022",0.00820234868451822,0.114407980301538,0.10047298760972,"TRIB1/JUN/APP/GLO1/JUNB/CCL19/LTF/MT1G/FASN/CD74/ZFP36L1/MYH9/HLA-DRB1/SFRP1",14
"GO:0002501","GO:0002501","peptide antigen assembly with MHC protein complex","5/454","15/5022",0.00825339791490117,0.114407980301538,0.10047298760972,"CALR/B2M/HLA-DRA/HLA-DRB5/HLA-DRB1",5
"GO:0032469","GO:0032469","endoplasmic reticulum calcium ion homeostasis","5/454","15/5022",0.00825339791490117,0.114407980301538,0.10047298760972,"TGM2/APP/TMBIM6/HERPUD1/GRINA",5
"GO:0045933","GO:0045933","positive regulation of muscle contraction","5/454","15/5022",0.00825339791490117,0.114407980301538,0.10047298760972,"CCN2/CHGA/NPNT/ENO1/RGS2",5
"GO:0050867","GO:0050867","positive regulation of cell activation","26/454","177/5022",0.00841695155106944,0.115732683685982,0.101636340956059,"XBP1/B2M/HLA-DRA/IGKC/CCN2/HLA-E/IGHG1/MDK/CD24/HLA-DRB5/IGHG2/CCL19/HLA-A/CCL2/HSPD1/CD177/IGFBP2/CD74/LGALS1/IGHA1/IGLC3/JUND/CDKN1A/HLA-DRB1/IGHG4/IGLC2",26
"GO:0043588","GO:0043588","skin development","16/454","93/5022",0.00841882788056794,0.115732683685982,0.101636340956059,"ZFP36/TXNIP/COMP/COL3A1/CLDN4/IGFBP5/ALOX15B/DHCR24/COL1A1/SOX9/SFN/COL1A2/ZFP36L1/DKK4/PLAAT4/ETV4",16
"GO:0006633","GO:0006633","fatty acid biosynthetic process","12/454","62/5022",0.00846959343488181,0.115949434089932,0.101826690970045,"SLC45A3/XBP1/DEGS1/SCD/ALOX15B/GSTP1/ABHD2/ACLY/FASN/CD74/ACSM1/ELOVL5",12
"GO:1903706","GO:1903706","regulation of hemopoiesis","20/454","126/5022",0.00862170409825569,0.116517143015724,0.102325252449032,"TRIB1/XBP1/JUN/ZFP36/B2M/HLA-DRA/HLA-B/HSPA1A/MDK/CCL19/LTF/ERBB2/HSPA1B/ISG15/CD74/CIB1/ZFP36L1/HLA-DRB1/PTN/SFRP1",20
"GO:0002237","GO:0002237","response to molecule of bacterial origin","22/454","143/5022",0.00872129878265589,0.116517143015724,0.102325252449032,"TRIB1/NR4A1/XBP1/JUN/LCN2/S100A9/ZFP36/SPON2/B2M/CD24/SLPI/LTF/CCL2/ASS1/SCGB1A1/GSTP1/MAOB/HSPD1/JUND/DEFA5/DEFA6/CDK19",22
"GO:0030858","GO:0030858","positive regulation of epithelial cell differentiation","6/454","21/5022",0.00883059346499145,0.116517143015724,0.102325252449032,"CD24/ALOX15B/SOX9/SFN/PLAAT4/ETV4",6
"GO:0038066","GO:0038066","p38MAPK cascade","6/454","21/5022",0.00883059346499145,0.116517143015724,0.102325252449032,"ZFP36/EZR/DUSP1/GADD45B/GADD45G/ZFP36L1",6
"GO:0045682","GO:0045682","regulation of epidermis development","6/454","21/5022",0.00883059346499145,0.116517143015724,0.102325252449032,"ZFP36/ALOX15B/SFN/ZFP36L1/PLAAT4/ETV4",6
"GO:0046596","GO:0046596","regulation of viral entry into host cell","6/454","21/5022",0.00883059346499145,0.116517143015724,0.102325252449032,"TMPRSS2/P4HB/IFITM3/CD74/LGALS1/HLA-DRB1",6
"GO:0051851","GO:0051851","modulation by host of symbiont process","6/454","21/5022",0.00883059346499145,0.116517143015724,0.102325252449032,"JUN/NUCKS1/HSPA8/LTF/IFI27/CFL1",6
"GO:0010669","GO:0010669","epithelial structure maintenance","4/454","10/5022",0.0088979285188585,0.116517143015724,0.102325252449032,"TFF3/SOX9/MUC6/TFF1",4
"GO:0043567","GO:0043567","regulation of insulin-like growth factor receptor signaling pathway","4/454","10/5022",0.0088979285188585,0.116517143015724,0.102325252449032,"NKX3-1/IGFBP4/IGFBP5/IGFBP2",4
"GO:0044849","GO:0044849","estrous cycle","4/454","10/5022",0.0088979285188585,0.116517143015724,0.102325252449032,"EGR1/MDK/MMP7/PTN",4
"GO:2001222","GO:2001222","regulation of neuron migration","4/454","10/5022",0.0088979285188585,0.116517143015724,0.102325252449032,"COL3A1/MDK/PLXNB2/FLNA",4
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process","60/454","495/5022",0.00918446953542234,0.119767425028486,0.105179647252048,"TRIB1/XBP1/SAA1/RHOB/JUN/HSP90AA1/BASP1/GAPDH/SKIL/LCN2/EGR1/TGM2/SPON2/NKX3-1/B2M/APP/F3/GRN/HLA-DRA/HSPB1/CCN2/HLA-E/ORM1/ATF4/HSPA1A/MAGED1/MDK/SCD/ALOX15B/CCL19/LTF/HLA-A/RPS19/HSPA1B/EZR/HSPD1/COL1A1/RACK1/SOX9/CHGA/ISG15/PLXNB2/CD74/TRPM8/NPNT/CIB1/CFL1/GADD45G/CCN1/ZFP36L1/TRPM4/PLAAT4/LUM/ENO1/HLA-DRB1/ETV4/CLU/ORM2/RGS2/PTN",60
"GO:0043620","GO:0043620","regulation of DNA-templated transcription in response to stress","8/454","34/5022",0.0092545912488054,0.119767425028486,0.105179647252048,"JUN/HSPA5/EGR1/ATF4/CREB3L1/TCIM/TMBIM6/HSPA1A",8
"GO:0061077","GO:0061077","chaperone-mediated protein folding","8/454","34/5022",0.0092545912488054,0.119767425028486,0.105179647252048,"HSPA5/HSPB1/HSPA1A/HSPA8/HSPA1B/HSPA6/CD74/CLU",8
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","16/454","94/5022",0.00932867253075713,0.119964004281491,0.105352282979027,"NR4A1/S100A9/NKX3-1/F3/CCN2/IFI6/GPX1/PRDX5/DHCR24/LTF/HSPD1/RACK1/SFN/HERPUD1/CCN1/IFT57",16
"GO:1905897","GO:1905897","regulation of response to endoplasmic reticulum stress","10/454","48/5022",0.00934220135968144,0.119964004281491,0.105352282979027,"XBP1/HSPA5/CREB3L1/TMBIM6/HSPA1A/RACK1/HERPUD1/AGR2/CLU/GRINA",10
"GO:2000147","GO:2000147","positive regulation of cell motility","33/454","241/5022",0.00941740739312757,0.120462821210161,0.105790343566773,"ACTG1/S100A11/XBP1/RHOB/TMSB4X/HSPA5/CALR/LCN2/ATP5F1B/APP/F3/PFN1/GRN/EPCAM/HSPB1/CLDN3/CLDN4/IGFBP5/MALAT1/MDK/CCL19/GRB7/MIEN1/COL1A1/RACK1/SOX9/CD74/MMP7/CIB1/LGALS3/CCN1/FLNA/PTN",33
"GO:2000146","GO:2000146","negative regulation of cell motility","21/454","136/5022",0.00985343829646722,0.125555542600753,0.11026276700986,"TRIB1/TACSTD2/RHOB/CALR/TMEFF2/CDH1/APOD/CLDN3/COL3A1/IGFBP5/ALOX15B/CCL2/GSTP1/DUSP1/ABHD2/CD74/BST2/SEMG2/SEMG1/PTN/SFRP1",21
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","18/454","111/5022",0.00996722325779896,0.126518814762789,0.111108711774778,"APP/PLA2G2A/PSCA/CCN2/TIMP3/CCL19/CCL2/YWHAZ/ERBB2/GSTP1/EZR/DUSP1/CD74/NPNT/CIB1/CCN1/HLA-DRB1/CAMK2N1",18
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","13/454","71/5022",0.0100551669516663,0.127147969888819,0.111661235252735,"SKIL/PDIA3/TIMP3/IFI6/GPX1/HSPA1A/COL2A1/HSPA1B/ITM2C/GSTP1/LGALS3/MCL1/SFRP1",13
"GO:0033993","GO:0033993","response to lipid","46/454","363/5022",0.0101688564333382,0.127711776113659,0.112156369383181,"TRIB1/FOSB/OR51E2/NR4A1/XBP1/JUN/CALR/LCN2/S100A9/EEF2/ZFP36/SPON2/NKX3-1/TXNIP/PLPP1/CCN2/IGFBP7/RPL27/CLDN4/MDK/SCD/SLPI/LTF/CCL2/ASS1/SCGB1A1/GSTP1/MAOB/DUSP1/ABHD2/HSPD1/COL1A1/SOX9/IGFBP2/PMEPA1/JUND/SDC1/CDKN1A/ZFP36L1/HOXB13/DEFA5/DEFA6/CDK19/CLU/PTN/SFRP1",46
"GO:0070661","GO:0070661","leukocyte proliferation","17/454","103/5022",0.0101768514621208,0.127711776113659,0.112156369383181,"RPS6/HLA-E/CD24/CCL19/HLA-A/ERBB2/SCGB1A1/GSTP1/HSPD1/IGFBP2/CD74/BST2/LGALS3/CDKN1A/HLA-DRB1/CLU/SDC4",17
"GO:0034249","GO:0034249","negative regulation of cellular amide metabolic process","14/454","79/5022",0.0102842108457056,0.127991627192232,0.112402134354085,"BTG2/GAPDH/CALR/PABPC1/ZFP36/RPL13A/ATF4/IGFBP5/ORMDL3/GRB7/RACK1/ZFP36L1/CLU/RGS2",14
"GO:0050821","GO:0050821","protein stabilization","16/454","95/5022",0.0103150511501134,0.127991627192232,0.112402134354085,"RPL5/HSP90AB1/HSP90AA1/GAPDH/CALR/PFN1/GRN/RPL11/TSPAN1/HSPA1A/HSPA1B/HSPD1/RPS7/NOP53/FLNA/CLU",16
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","16/454","95/5022",0.0103150511501134,0.127991627192232,0.112402134354085,"JUN/HSP90AB1/SKIL/HSPA5/GDF15/FMOD/COL3A1/HSPA1A/COL1A1/SOX9/COL1A2/PMEPA1/NPNT/ID1/ZFP36L1/SFRP1",16
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","15/454","87/5022",0.0103598513005581,0.128067863278914,0.112469084818313,"NR4A1/S100A9/NKX3-1/F3/CCN2/IFI6/GPX1/PRDX5/DHCR24/HSPD1/RACK1/SFN/HERPUD1/CCN1/IFT57",15
"GO:0001568","GO:0001568","blood vessel development","39/454","298/5022",0.0105073392161332,0.129408233542934,0.113646196804508,"ACTG1/ANPEP/NR4A1/XBP1/KLK3/RHOB/JUN/SAT1/ATP5F1B/EGR1/NKX3-1/F3/APOD/GRN/HSPB1/ACTA2/CCN2/GPX1/COMP/BSG/CREB3L1/JUNB/MDK/RAMP1/CCL2/YWHAZ/ERBB2/COL1A1/COL1A2/CIB1/CCN1/ID1/ZFP36L1/MYH9/HOXB13/FLNA/ADGRF5/PTN/SFRP1",39
"GO:0030855","GO:0030855","epithelial cell differentiation","32/454","234/5022",0.0106767845842719,0.131008101213678,0.115051199184903,"NPY/SPDEF/EDF1/BASP1/SKIL/SLC44A4/ZFP36/TXNIP/PSAP/TAGLN/ACTA2/GPX1/CLDN3/ATF4/CD24/ALOX15B/EZR/SOX9/SFN/FASN/KRT18/LGALS3/AGR2/SDC1/CDKN1A/ID1/ZFP36L1/HOXB13/PLAAT4/FLNA/ETV4/PTN",32
"GO:0022904","GO:0022904","respiratory electron transport chain","12/454","64/5022",0.0109173716538115,0.133465875605452,0.117209614492659,"ND1/ND6/ND5/ND4L/NDUFS5/COX7C/COX8A/NDUFS6/NDUFB7/ND2/COX5B/NDUFA1",12
"GO:0030097","GO:0030097","hemopoiesis","35/454","262/5022",0.0110741464606662,0.134398776915859,0.118028887602407,"TRIB1/XBP1/JUN/EEF2/EGR1/ZFP36/B2M/APP/RPS6/HLA-DRA/HLA-B/GLO1/ATF4/HSPA1A/JUNB/MDK/RPS14/CCL19/LTF/ERBB2/SLC25A5/RPS19/HSPA1B/MT1G/ISG15/FASN/CD74/LGALS1/CIB1/ZFP36L1/MYH9/HLA-DRB1/ADGRF5/PTN/SFRP1",35
"GO:0002396","GO:0002396","MHC protein complex assembly","5/454","16/5022",0.0111303257737988,0.134398776915859,0.118028887602407,"CALR/B2M/HLA-DRA/HLA-DRB5/HLA-DRB1",5
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","9/454","42/5022",0.0111333790294372,0.134398776915859,0.118028887602407,"RPL5/RPL11/RPS15/PAK1IP1/EIF5A/RPS7/CD74/RPL37/NOP53",9
"GO:0030850","GO:0030850","prostate gland development","6/454","22/5022",0.0112370845776314,0.134398776915859,0.118028887602407,"NKX3-1/PSAP/ALOX15B/SOX9/HOXB13/SFRP1",6
"GO:0045646","GO:0045646","regulation of erythrocyte differentiation","6/454","22/5022",0.0112370845776314,0.134398776915859,0.118028887602407,"ZFP36/B2M/HSPA1A/HSPA1B/ISG15/ZFP36L1",6
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","6/454","22/5022",0.0112370845776314,0.134398776915859,0.118028887602407,"P4HB/CALR/MDK/OLFM4/CIB1/FLNA",6
"GO:0016032","GO:0016032","viral process","27/454","190/5022",0.0112921028134755,0.134570995039728,0.118180129407218,"ANPEP/TMPRSS2/JUN/HSP90AB1/P4HB/PABPC1/CANX/ZFP36/CSDE1/BSG/HSPA1A/NUCKS1/MON1B/HSPA8/SLPI/LTF/CCL2/HSPA1B/IFITM3/ISG15/CD74/LGALS1/IFI27/BST2/CFL1/SLC1A5/HLA-DRB1",27
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","23/454","155/5022",0.0113820255601246,0.13467637788039,0.11827267652514,"XBP1/B2M/HLA-DRA/IGKC/HLA-E/IGHG1/MDK/CD24/HLA-DRB5/IGHG2/CCL19/HLA-A/CCL2/HSPD1/IGFBP2/CD74/LGALS1/IGHA1/IGLC3/CDKN1A/HLA-DRB1/IGHG4/IGLC2",23
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","16/454","96/5022",0.0113822474514063,0.13467637788039,0.11827267652514,"APP/PFN1/DSTN/CCN2/GPX1/ARF1/HSPA1A/BRK1/HSPA1B/ID1/CDC42EP5/FLNA/CLU/SDC4/LMOD1/SFRP1",16
"GO:0042110","GO:0042110","T cell activation","24/454","164/5022",0.0116329324834734,0.137152687963514,0.120447369860725,"XBP1/EGR1/B2M/RPS6/HLA-DRA/HLA-E/MDK/CD24/HLA-DRB5/CCL19/HLA-A/CCL2/ERBB2/SCGB1A1/HSPD1/IGFBP2/CD74/LGALS1/DDOST/LGALS3/ZFP36L1/MYH9/HLA-DRB1/SDC4",24
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","25/454","173/5022",0.0118281017279371,0.138959223491686,0.122033867771624,"XBP1/B2M/HLA-DRA/IGKC/HLA-E/IGHG1/MDK/CD24/HLA-DRB5/IGHG2/CCL19/HLA-A/CCL2/HSPD1/CD177/IGFBP2/CD74/LGALS1/IGHA1/IGLC3/JUND/CDKN1A/HLA-DRB1/IGHG4/IGLC2",25
"GO:0001894","GO:0001894","tissue homeostasis","18/454","113/5022",0.0119332634714825,0.139431667274638,0.122448767486012,"ACTG1/TFF3/ACTB/B2M/AZGP1/HSPB1/IGKC/CCN2/PIGR/CLDN3/LTF/COL2A1/ALDH1A1/SOX9/MUC6/IGHA1/TFF1/ADGRF5",18
"GO:0040017","GO:0040017","positive regulation of locomotion","33/454","245/5022",0.0119524882300022,0.139431667274638,0.122448767486012,"ACTG1/S100A11/XBP1/RHOB/TMSB4X/HSPA5/CALR/LCN2/ATP5F1B/APP/F3/PFN1/GRN/EPCAM/HSPB1/CLDN3/CLDN4/IGFBP5/MALAT1/MDK/CCL19/GRB7/MIEN1/COL1A1/RACK1/SOX9/CD74/MMP7/CIB1/LGALS3/CCN1/FLNA/PTN",33
"GO:0017148","GO:0017148","negative regulation of translation","12/454","65/5022",0.0123297898844556,0.142927864983685,0.125519125237075,"BTG2/GAPDH/CALR/PABPC1/ZFP36/RPL13A/ATF4/IGFBP5/GRB7/RACK1/ZFP36L1/RGS2",12
"GO:0048646","GO:0048646","anatomical structure formation involved in morphogenesis","54/454","444/5022",0.0124563644864144,0.142927864983685,0.125519125237075,"ACTG1/ANPEP/NR4A1/XBP1/KLK3/RHOB/JUN/SAT1/SKIL/SLC44A4/ATP5F1B/KLK4/GDF15/TGM2/NKX3-1/F3/APOD/PFN1/GRN/HSPB1/CCN2/MYH11/GPX1/KRT8/BSG/CREB3L1/JUNB/MDK/RAMP1/CCL2/KRT19/COL2A1/YWHAZ/ERBB2/DUSP1/COL1A1/RPS7/SOX9/PLXNB2/CIB1/CCN1/DUSP2/ID1/MYH9/HOXB13/DKK4/IFT57/FLNA/PTN/SDC4/LMOD1/PGM5/CSRP1/SFRP1",54
"GO:0002819","GO:0002819","regulation of adaptive immune response","10/454","50/5022",0.0124679000846016,0.142927864983685,0.125519125237075,"B2M/AZGP1/HLA-DRA/HLA-E/HLA-B/CCL19/HLA-A/HSPD1/TRPM4/HLA-DRB1",10
"GO:0099173","GO:0099173","postsynapse organization","10/454","50/5022",0.0124679000846016,0.142927864983685,0.125519125237075,"ACTG1/PDLIM5/ACTB/NDRG1/ARF1/HSPA8/ARF4/CFL1/NEFH/PTN",10
"GO:1990266","GO:1990266","neutrophil migration","10/454","50/5022",0.0124679000846016,0.142927864983685,0.125519125237075,"SAA1/S100A9/BSG/MDK/CCL19/CCL2/CD177/GP2/CD74/LGALS3",10
"GO:0071559","GO:0071559","response to transforming growth factor beta","16/454","97/5022",0.0125346095512731,0.143119435600824,0.125687362384443,"JUN/HSP90AB1/SKIL/HSPA5/GDF15/FMOD/COL3A1/HSPA1A/COL1A1/SOX9/COL1A2/PMEPA1/NPNT/ID1/ZFP36L1/SFRP1",16
"GO:1903131","GO:1903131","mononuclear cell differentiation","19/454","122/5022",0.0125710098882704,0.143119435600824,0.125687362384443,"XBP1/JUN/EGR1/B2M/RPS6/HLA-DRA/HLA-B/MDK/CCL19/ERBB2/SLC25A5/MT1G/FASN/CD74/LGALS1/ZFP36L1/MYH9/HLA-DRB1/SFRP1",19
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","7/454","29/5022",0.012692398445488,0.143208454485357,0.125765538690494,"JUN/HSPA5/EGR1/ATF4/CREB3L1/TMBIM6/HSPA1A",7
"GO:1900407","GO:1900407","regulation of cellular response to oxidative stress","7/454","29/5022",0.012692398445488,0.143208454485357,0.125765538690494,"P4HB/HSPB1/TXN/GPX1/ATF4/RACK1/MCL1",7
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","15/454","89/5022",0.0127085075818579,0.143208454485357,0.125765538690494,"XBP1/B2M/HLA-DRA/HLA-E/MDK/CD24/HLA-DRB5/CCL19/HLA-A/CCL2/HSPD1/IGFBP2/CD74/LGALS1/HLA-DRB1",15
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","14/454","81/5022",0.0127594021856302,0.143294574376247,0.125841169102879,"HLA-E/CD24/CCL19/HLA-A/ERBB2/SCGB1A1/GSTP1/IGFBP2/CD74/BST2/LGALS3/CDKN1A/HLA-DRB1/SDC4",14
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity","9/454","43/5022",0.0129897912448191,0.143547488814646,0.12606327834009,"B2M/AZGP1/HLA-DRA/HLA-E/HLA-B/HLA-A/HSPD1/TRPM4/HLA-DRB1",9
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","9/454","43/5022",0.0129897912448191,0.143547488814646,0.12606327834009,"RPL5/RPL11/RPS15/HSPA1A/HSPA1B/RPS7/ISG15/RPL37/HMG20B",9
"GO:0030261","GO:0030261","chromosome condensation","4/454","11/5022",0.01299856524129,0.143547488814646,0.12606327834009,"H1-2/H1-0/H1-10/NCAPD3",4
"GO:0031342","GO:0031342","negative regulation of cell killing","4/454","11/5022",0.01299856524129,0.143547488814646,0.12606327834009,"HSP90AB1/HLA-E/HLA-B/HLA-A",4
"GO:0044342","GO:0044342","type B pancreatic cell proliferation","4/454","11/5022",0.01299856524129,0.143547488814646,0.12606327834009,"NR4A1/IGFBP4/IGFBP5/SFRP1",4
"GO:0030500","GO:0030500","regulation of bone mineralization","8/454","36/5022",0.0131483779598504,0.144719522195962,0.127092557024048,"COMP/LTF/SOX9/ISG15/CCN1/TRPM4/MGP/PTN",8
"GO:0050777","GO:0050777","negative regulation of immune response","11/454","58/5022",0.0133521131735311,0.146475334251352,0.128634509625792,"GRN/HLA-E/A2M/HLA-B/GPX1/COL3A1/HLA-A/RPS19/ISG15/LGALS3/HLA-DRB1",11
"GO:0051271","GO:0051271","negative regulation of cellular component movement","21/454","140/5022",0.0135465599149208,0.148117996693507,0.130077094336777,"TRIB1/TACSTD2/RHOB/CALR/TMEFF2/CDH1/APOD/CLDN3/COL3A1/IGFBP5/ALOX15B/CCL2/GSTP1/DUSP1/ABHD2/CD74/BST2/SEMG2/SEMG1/PTN/SFRP1",21
"GO:0002262","GO:0002262","myeloid cell homeostasis","12/454","66/5022",0.0138783274566068,0.151246377841244,0.132824435907414,"ZFP36/B2M/RPS6/HSPA1A/RPS14/SLC25A5/RPS19/HSPA1B/RPS24/ISG15/ZFP36L1/ADGRF5",12
"GO:0021762","GO:0021762","substantia nigra development","6/454","23/5022",0.0140723274715633,0.151368899069121,0.132932033941904,"YWHAE/BASP1/HSPA5/ACTB/CKB/MAOB",6
"GO:0051084","GO:0051084","'de novo' posttranslational protein folding","6/454","23/5022",0.0140723274715633,0.151368899069121,0.132932033941904,"HSPA5/HSPA1A/HSPA8/HSPA1B/HSPA6/CD74",6
"GO:0051438","GO:0051438","regulation of ubiquitin-protein transferase activity","6/454","23/5022",0.0140723274715633,0.151368899069121,0.132932033941904,"RPL5/RPS2/RPL11/RPS15/RPS7/RPL37",6
"GO:2000242","GO:2000242","negative regulation of reproductive process","6/454","23/5022",0.0140723274715633,0.151368899069121,0.132932033941904,"CALR/NKX3-1/DUSP1/SEMG2/SEMG1/MYH9",6
"GO:0030278","GO:0030278","regulation of ossification","10/454","51/5022",0.0142984809489365,0.153303777941186,0.134631242864454,"COMP/MDK/LTF/SOX9/ISG15/CCN1/TRPM4/MGP/PTN/SFRP1",10
"GO:0002521","GO:0002521","leukocyte differentiation","24/454","167/5022",0.0143912926942323,0.153801137729005,0.135068023792388,"TRIB1/XBP1/JUN/EGR1/B2M/APP/RPS6/HLA-DRA/HLA-B/GLO1/JUNB/MDK/CCL19/LTF/ERBB2/SLC25A5/MT1G/FASN/CD74/LGALS1/ZFP36L1/MYH9/HLA-DRB1/SFRP1",24
