"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098796","GO:0098796","membrane protein complex","51/461","427/5203",0.0146249840222454,0.0971050198111433,0.0804830095335841,"CLIC1/ND1/ND5/CALR/ND4L/SLC25A6/TRGC1/HLA-C/PDIA3/ATP5F1B/CDH1/B2M/DAD1/ATP8/RPN2/HLA-DRA/HLA-E/HLA-B/KRT8/CLDN4/COPG1/HLA-DRB5/GNB2/NDUFS5/COX7C/COX8A/RAMP1/HLA-A/KRT19/ORMDL3/ERBB2/SLC25A5/HSPD1/OST4/NDUFB11/CD74/TRGC2/NDUFS6/NDUFB7/ND2/ATP6V0E1/DDOST/COX5B/NDUFA1/TRPM4/SSR4/SEC61A1/AP2S1/HLA-DRB1/ATP6V1G1/PGM5",51
"GO:1904813","GO:1904813","ficolin-1-rich granule lumen","14/461","84/5203",0.0147472576815989,0.0971050198111433,0.0804830095335841,"HSP90AB1/HSP90AA1/EEF1A1/EEF2/HSPA1A/HSPA8/PSMD3/HSPA1B/GSTP1/ACLY/HSPA6/CST3/CALML5/CFD",14
"GO:0098562","GO:0098562","cytoplasmic side of membrane","12/461","68/5203",0.015060960205643,0.0976680449699275,0.0809496585215582,"EEF1A1/CDH1/RPS28/RPL27/GNB2/MIEN1/EZR/RPS26/S100A6/MYH9/RGS2/PGM5",12
"GO:0031091","GO:0031091","platelet alpha granule","9/461","45/5203",0.015403763790592,0.0984001627219907,0.0815564555762687,"TMSB4X/APLP2/APP/ORM1/A2M/MAGED2/CFD/CLU/ORM2",9
"GO:0031093","GO:0031093","platelet alpha granule lumen","8/461","38/5203",0.0162161911914221,0.10206661514601,0.0845953007973569,"TMSB4X/APP/ORM1/A2M/MAGED2/CFD/CLU/ORM2",8
"GO:0030134","GO:0030134","COPII-coated ER to Golgi transport vesicle","10/461","54/5203",0.0184967882451474,0.114733700998885,0.0950940905967149,"HLA-C/B2M/APP/HLA-DRA/HLA-E/HLA-B/HLA-DRB5/HLA-A/CD74/HLA-DRB1",10
"GO:0005882","GO:0005882","intermediate filament","8/461","39/5203",0.0188731703188093,0.115395955663577,0.0956429834201312,"KRT8/KRT19/KRT5/DES/KRT18/NEFH/KRT13/HLA-DRB1",8
"GO:0030666","GO:0030666","endocytic vesicle membrane","14/461","87/5203",0.0196932529967731,0.118714257501675,0.0983932729416242,"CALR/HLA-C/B2M/HLA-DRA/RPS27A/HLA-E/HLA-B/HLA-DRB5/HLA-A/CD74/ATP6V0E1/UBC/AP2S1/HLA-DRB1",14
"GO:0030863","GO:0030863","cortical cytoskeleton","9/461","47/5203",0.0202372986239597,0.12029949737576,0.0997071584250646,"EEF1A1/ACTB/CDH1/DSTN/SHROOM1/KRT19/EZR/MYH9/FLNA",9
"GO:0098794","GO:0098794","postsynapse","26/461","195/5203",0.0216664952909556,0.126400737985192,0.104764015496826,"RPS18/RPL10A/PDLIM5/RPLP0/CANX/ACTB/RPS27/CDH1/RPL12/APP/RPS13/RPL7/ARF1/RPS25/HSPA8/RPS14/PPP1R1B/RPS19/RPL8/ND2/ARF4/NEFH/RPL38/FLNA/CAMK2N1/PTN",26
"GO:0005790","GO:0005790","smooth endoplasmic reticulum","5/461","19/5203",0.0218543332030471,0.126400737985192,0.104764015496826,"HSPA5/CALR/CANX/APP/RPL10",5
"GO:0016327","GO:0016327","apicolateral plasma membrane","4/461","13/5203",0.0227829300460691,0.12830386920681,0.106341377084838,"KRT8/CLDN3/CLDN4/KRT19",4
"GO:0016460","GO:0016460","myosin II complex","4/461","13/5203",0.0227829300460691,0.12830386920681,0.106341377084838,"MYL9/MYH11/MYL12B/MYH9",4
"GO:1990204","GO:1990204","oxidoreductase complex","10/461","56/5203",0.0234872740856107,0.130552640371966,0.108205213490783,"ND1/P4HB/ND5/ND4L/NDUFS5/NDUFB11/NDUFS6/NDUFB7/ND2/NDUFA1",10
"GO:0005903","GO:0005903","brush border","8/461","41/5203",0.0250938894361157,0.134634036580149,0.111587974243753,"CLIC1/HSP90AB1/DCXR/MYL6/EZR/MYL12B/MYH9/FLNA",8
"GO:0005765","GO:0005765","lysosomal membrane","24/461","179/5203",0.0251652404822708,0.134634036580149,0.111587974243753,"ACP3/ANPEP/HSP90AB1/EEF1A1/PSAP/CD63/LAPTM4A/GRN/TSPAN1/HLA-DRA/PIGR/HSPA8/HLA-DRB5/GNB2/STARD3/ITM2C/IFITM3/CD74/BST2/ATP6V0E1/DDOST/AP2S1/HLA-DRB1/ATP6V1G1",24
"GO:0098852","GO:0098852","lytic vacuole membrane","24/461","179/5203",0.0251652404822708,0.134634036580149,0.111587974243753,"ACP3/ANPEP/HSP90AB1/EEF1A1/PSAP/CD63/LAPTM4A/GRN/TSPAN1/HLA-DRA/PIGR/HSPA8/HLA-DRB5/GNB2/STARD3/ITM2C/IFITM3/CD74/BST2/ATP6V0E1/DDOST/AP2S1/HLA-DRB1/ATP6V1G1",24
"GO:0005775","GO:0005775","vacuolar lumen","15/461","99/5203",0.0266823211170265,0.139634922134849,0.115732830200305,"FTL/HSP90AA1/PSAP/GRN/FMOD/BGN/PYGB/HSPA8/PRDX6/ACLY/CD74/SDC1/LUM/ORM2/SDC4",15
"GO:0001772","GO:0001772","immunological synapse","5/461","20/5203",0.0270787348999823,0.139634922134849,0.115732830200305,"HLA-DRA/EZR/LGALS3/MYH9/HLA-DRB1",5
"GO:0030867","GO:0030867","rough endoplasmic reticulum membrane","5/461","20/5203",0.0270787348999823,0.139634922134849,0.115732830200305,"RPS28/RPL27/RPS26/SSR4/SEC61A1",5
"GO:0043034","GO:0043034","costamere","4/461","14/5203",0.0297178774559691,0.151419661323271,0.125500309557163,"KRT8/KRT19/SDC4/PGM5",4
"GO:0031901","GO:0031901","early endosome membrane","10/461","59/5203",0.0326960448710864,0.164634202409706,0.136452843610602,"OR51E2/HLA-C/B2M/HLA-DRA/HLA-E/HLA-B/HLA-A/IFITM3/PMEPA1/STEAP4",10
"GO:0005774","GO:0005774","vacuolar membrane","25/461","196/5203",0.0387523106035179,0.192860336491926,0.159847352183421,"ACP3/ANPEP/HSP90AB1/EEF1A1/PSAP/CD63/LAPTM4A/RPN2/GRN/TSPAN1/HLA-DRA/PIGR/HSPA8/HLA-DRB5/GNB2/STARD3/ITM2C/IFITM3/CD74/BST2/ATP6V0E1/DDOST/AP2S1/HLA-DRB1/ATP6V1G1",25
"GO:0031594","GO:0031594","neuromuscular junction","5/461","22/5203",0.0397446086324866,0.195525201088555,0.162056056976987,"APP/SYNGR2/DES/MYH9/PTN",5
"GO:0030670","GO:0030670","phagocytic vesicle membrane","7/461","38/5203",0.0464437180481504,0.223995891646258,0.185653259923239,"CALR/HLA-C/B2M/HLA-E/HLA-B/HLA-A/ATP6V0E1",7
"GO:0098862","GO:0098862","cluster of actin-based cell projections","8/461","46/5203",0.0465785849451331,0.223995891646258,0.185653259923239,"CLIC1/HSP90AB1/DCXR/MYL6/EZR/MYL12B/MYH9/FLNA",8
"GO:0016459","GO:0016459","myosin complex","5/461","23/5203",0.0472238241288122,0.224575519190351,0.186133669373213,"MYL9/MYH11/MYL6/MYL12B/MYH9",5
"GO:0045335","GO:0045335","phagocytic vesicle","10/461","63/5203",0.0485530284944105,0.228359298852832,0.189269758272023,"ACTG1/CALR/HLA-C/PDIA3/B2M/HLA-E/HLA-B/LTF/HLA-A/ATP6V0E1",10
"GO:0030016","GO:0030016","myofibril","17/461","126/5203",0.0512975855450497,0.238645289274796,0.197795038085603,"ACTG1/PDLIM5/MYL9/HSPB1/TPM2/KRT8/ARF1/KRT19/DES/MYL12B/RPL15/ENO1/FLNA/SDC4/LMOD1/PGM5/CSRP1",17
"GO:0101002","GO:0101002","ficolin-1-rich granule","15/461","108/5203",0.0523125425561652,0.240750195849879,0.199539636009368,"HSP90AB1/HSP90AA1/EEF1A1/EEF2/HSPA1A/HSPA8/PSMD3/HSPA1B/GSTP1/ACLY/HSPA6/LGALS3/CST3/CALML5/CFD",15
"GO:0099512","GO:0099512","supramolecular fiber","39/461","341/5203",0.0548363220638258,0.247490817711219,0.20512642786198,"ACTG1/SAA1/PDLIM5/MYL9/ACTB/NDRG1/HSPB1/ACTA2/TPM2/ACTG2/DCXR/MYH11/KRT8/COL3A1/ARF1/SHROOM1/KRT19/COL2A1/KRT5/DES/EZR/MYL12B/RPL15/COL1A1/COL1A2/KRT18/NPNT/NEFH/KRT13/MYH9/LUM/ENO1/FLNA/HLA-DRB1/SDC4/LMOD1/PGM5/CSRP1/MFAP4",39
"GO:0005766","GO:0005766","primary lysosome","12/461","82/5203",0.0558747794655078,0.247490817711219,0.20512642786198,"ACP3/FTL/PSAP/CD63/GRN/PIGR/PYGB/PRDX6/ACLY/BST2/DDOST/ORM2",12
"GO:0042582","GO:0042582","azurophil granule","12/461","82/5203",0.0558747794655078,0.247490817711219,0.20512642786198,"ACP3/FTL/PSAP/CD63/GRN/PIGR/PYGB/PRDX6/ACLY/BST2/DDOST/ORM2",12
"GO:0099080","GO:0099080","supramolecular complex","49/461","443/5203",0.0560902086868885,0.247490817711219,0.20512642786198,"ACTG1/RPS4X/SAA1/PDLIM5/RPLP0/MYL9/PABPC1/ACTB/ZFP36/CSDE1/NDRG1/RPS6/HSPB1/ACTA2/TPM2/ACTG2/DCXR/MYH11/KRT8/COL3A1/ARF1/EID1/SHROOM1/KRT19/COL2A1/GRB7/KRT5/DES/EZR/MYL12B/RPL15/COL1A1/COL1A2/KRT18/NPNT/NEFH/KRT13/ZFP36L1/MYH9/LUM/ENO1/RPL28/FLNA/HLA-DRB1/SDC4/LMOD1/PGM5/CSRP1/MFAP4",49
"GO:1902495","GO:1902495","transmembrane transporter complex","12/461","83/5203",0.060330915559615,0.263486039382808,0.218383657825889,"CLIC1/ND1/ND5/ND4L/CLDN4/NDUFS5/NDUFB11/NDUFS6/NDUFB7/ND2/NDUFA1/TRPM4",12
"GO:0099081","GO:0099081","supramolecular polymer","39/461","344/5203",0.0611965250274585,0.264566795068204,0.219279414505619,"ACTG1/SAA1/PDLIM5/MYL9/ACTB/NDRG1/HSPB1/ACTA2/TPM2/ACTG2/DCXR/MYH11/KRT8/COL3A1/ARF1/SHROOM1/KRT19/COL2A1/KRT5/DES/EZR/MYL12B/RPL15/COL1A1/COL1A2/KRT18/NPNT/NEFH/KRT13/MYH9/LUM/ENO1/FLNA/HLA-DRB1/SDC4/LMOD1/PGM5/CSRP1/MFAP4",39
"GO:0035577","GO:0035577","azurophil granule membrane","6/461","33/5203",0.066555225788729,0.270508687561344,0.224204199970913,"ACP3/PSAP/CD63/PIGR/BST2/DDOST",6
"GO:0016235","GO:0016235","aggresome","3/461","11/5203",0.0666585780209074,0.270508687561344,0.224204199970913,"EEF2/HSPA1A/HSPA1B",3
"GO:0031233","GO:0031233","intrinsic component of external side of plasma membrane","3/461","11/5203",0.0666585780209074,0.270508687561344,0.224204199970913,"F3/CD24/GP2",3
"GO:0031904","GO:0031904","endosome lumen","3/461","11/5203",0.0666585780209074,0.270508687561344,0.224204199970913,"B2M/APP/CD63",3
"GO:0044295","GO:0044295","axonal growth cone","3/461","11/5203",0.0666585780209074,0.270508687561344,0.224204199970913,"HSP90AB1/HSP90AA1/FLNA",3
"GO:0005770","GO:0005770","late endosome","16/461","121/5203",0.066722297062142,0.270508687561344,0.224204199970913,"RHOB/PSAP/CD63/LAPTM4A/GRN/HLA-DRA/ARF1/MON1B/HSPA8/HLA-DRB5/STARD3/IFITM3/CD74/BST2/HLA-DRB1/SFTPA2",16
"GO:0000323","GO:0000323","lytic vacuole","37/461","327/5203",0.0686016687522219,0.270508687561344,0.224204199970913,"ACP3/ANPEP/FTL/HSP90AB1/HSP90AA1/EEF1A1/CALR/PSAP/CD63/LAPTM4A/GRN/FMOD/TSPAN1/HLA-DRA/BGN/PIGR/PYGB/HSPA8/HLA-DRB5/GNB2/PRDX6/ASS1/STARD3/ITM2C/IFITM3/ACLY/CD74/BST2/ATP6V0E1/DDOST/SDC1/LUM/AP2S1/HLA-DRB1/ORM2/ATP6V1G1/SDC4",37
"GO:0005764","GO:0005764","lysosome","37/461","327/5203",0.0686016687522219,0.270508687561344,0.224204199970913,"ACP3/ANPEP/FTL/HSP90AB1/HSP90AA1/EEF1A1/CALR/PSAP/CD63/LAPTM4A/GRN/FMOD/TSPAN1/HLA-DRA/BGN/PIGR/PYGB/HSPA8/HLA-DRB5/GNB2/PRDX6/ASS1/STARD3/ITM2C/IFITM3/ACLY/CD74/BST2/ATP6V0E1/DDOST/SDC1/LUM/AP2S1/HLA-DRB1/ORM2/ATP6V1G1/SDC4",37
"GO:0005768","GO:0005768","endosome","43/461","388/5203",0.0688717098007442,0.270508687561344,0.224204199970913,"STEAP2/OR51E2/RHOB/HLA-C/PDIA3/CDH1/B2M/APP/PSAP/CD63/LAPTM4A/NDRG1/GRN/HLA-DRA/RPS27A/HLA-E/HLA-B/BSG/ARF1/GOLPH3/MON1B/HSPA8/HLA-DRB5/LTF/HLA-A/ERBB2/STARD3/IFITM3/EZR/HSPD1/GP2/CD74/BST2/PMEPA1/ATP6V0E1/PTP4A3/STEAP4/UBC/NUCB1/AP2S1/ACKR1/HLA-DRB1/SFTPA2",43
"GO:0030018","GO:0030018","Z disc","10/461","67/5203",0.0688912311780059,0.270508687561344,0.224204199970913,"PDLIM5/MYL9/HSPB1/KRT8/KRT19/DES/MYL12B/FLNA/PGM5/CSRP1",10
"GO:1904724","GO:1904724","tertiary granule lumen","6/461","34/5203",0.0750649654492708,0.292070956475345,0.242075534511046,"B2M/ORM1/CRISP3/LTF/OLFM4/CST3",6
"GO:0045111","GO:0045111","intermediate filament cytoskeleton","8/461","51/5203",0.0775169108849268,0.298894034763502,0.247730668261928,"KRT8/KRT19/KRT5/DES/KRT18/NEFH/KRT13/HLA-DRB1",8
"GO:0030017","GO:0030017","sarcomere","15/461","115/5203",0.0814774466695817,0.311360242630187,0.258062965485423,"PDLIM5/MYL9/HSPB1/TPM2/KRT8/ARF1/KRT19/DES/MYL12B/RPL15/ENO1/FLNA/LMOD1/PGM5/CSRP1",15
"GO:0032982","GO:0032982","myosin filament","3/461","12/5203",0.083233680898237,0.315256773667659,0.26129250547467,"ACTG2/MYH11/MYH9",3
"GO:0005581","GO:0005581","collagen trimer","6/461","35/5203",0.0841636841625081,0.31598295457503,0.261894381927657,"COL3A1/COL2A1/COL1A1/COL1A2/LUM/SFTPA2",6
"GO:0030864","GO:0030864","cortical actin cytoskeleton","6/461","36/5203",0.09384427720522,0.344726421993087,0.285717668990827,"EEF1A1/CDH1/DSTN/SHROOM1/KRT19/MYH9",6
"GO:0043202","GO:0043202","lysosomal lumen","9/461","62/5203",0.093889262282868,0.344726421993087,0.285717668990827,"HSP90AA1/PSAP/FMOD/BGN/HSPA8/CD74/SDC1/LUM/SDC4",9
"GO:0098797","GO:0098797","plasma membrane protein complex","19/461","156/5203",0.0942359611523158,0.344726421993087,0.285717668990827,"TRGC1/HLA-C/CDH1/B2M/HLA-DRA/HLA-E/HLA-B/KRT8/HLA-DRB5/GNB2/RAMP1/HLA-A/KRT19/ERBB2/CD74/TRGC2/AP2S1/HLA-DRB1/PGM5",19
"GO:0030658","GO:0030658","transport vesicle membrane","12/461","90/5203",0.0980974830839798,0.355811209830028,0.294905011590555,"HLA-C/B2M/HLA-DRA/HLA-E/HLA-B/SYNGR2/HLA-DRB5/HLA-A/CPE/CD74/SCGN/HLA-DRB1",12
"GO:0150034","GO:0150034","distal axon","11/461","81/5203",0.0997829360669317,0.358883165013838,0.297451122994746,"ACTG1/HSP90AB1/YWHAE/HSP90AA1/BASP1/ACTB/APP/HSPA8/SCGN/CIB1/FLNA",11
"GO:0032993","GO:0032993","protein-DNA complex","8/461","54/5203",0.100842699319037,0.359672294237899,0.298105172548382,"H1-2/H1-0/H2AJ/H2BC21/JUND/H1-10/H3-3B/H2AC6",8
"GO:0005769","GO:0005769","early endosome","19/461","158/5203",0.103587769940824,0.366409632517956,0.303689242888714,"STEAP2/OR51E2/RHOB/HLA-C/B2M/APP/HLA-DRA/HLA-E/HLA-B/LTF/HLA-A/ERBB2/IFITM3/HSPD1/PMEPA1/PTP4A3/STEAP4/NUCB1/ACKR1",19
"GO:0030135","GO:0030135","coated vesicle","17/461","139/5203",0.106042940189023,0.372019495089359,0.308338833854191,"STEAP2/HLA-C/B2M/APP/HLA-DRA/HLA-E/HLA-B/ARF1/COPG1/HSPA8/HLA-DRB5/HLA-A/HSPD1/CD74/AP2S1/HLA-DRB1/SFTPA2",17
"GO:0005938","GO:0005938","cell cortex","15/461","120/5203",0.107733050418516,0.374875980318087,0.310706358502694,"RHOB/EEF1A1/MYL9/ACTB/CDH1/PFN1/DSTN/CCN2/SHROOM1/KRT19/EZR/MYL12B/MYH9/ENO1/FLNA",15
"GO:0042571","GO:0042571","immunoglobulin complex, circulating","8/461","55/5203",0.109405135989105,0.37762417905917,0.312984132668323,"IGKC/PIGR/IGHG1/IGHG2/IGHA1/IGLC3/IGHG4/IGLC2",8
"GO:1990351","GO:1990351","transporter complex","12/461","92/5203",0.111036488888278,0.380188937953463,0.31510986741347,"CLIC1/ND1/ND5/ND4L/CLDN4/NDUFS5/NDUFB11/NDUFS6/NDUFB7/ND2/NDUFA1/TRPM4",12
"GO:0055038","GO:0055038","recycling endosome membrane","7/461","47/5203",0.117750639946952,0.399978364264249,0.331511826751235,"HLA-C/PDIA3/B2M/NDRG1/HLA-E/HLA-B/HLA-A",7
"GO:0031674","GO:0031674","I band","10/461","75/5203",0.123796500912597,0.41687345652243,0.345514891411852,"PDLIM5/MYL9/HSPB1/KRT8/KRT19/DES/MYL12B/FLNA/PGM5/CSRP1",10
"GO:0030662","GO:0030662","coated vesicle membrane","12/461","94/5203",0.124924346259746,0.41687345652243,0.345514891411852,"HLA-C/B2M/HLA-DRA/HLA-E/HLA-B/COPG1/HSPA8/HLA-DRB5/HLA-A/CD74/AP2S1/HLA-DRB1",12
"GO:0009898","GO:0009898","cytoplasmic side of plasma membrane","8/461","57/5203",0.127678956732042,0.41687345652243,0.345514891411852,"CDH1/GNB2/MIEN1/EZR/S100A6/MYH9/RGS2/PGM5",8
"GO:0030027","GO:0030027","lamellipodium","11/461","85/5203",0.128568449207852,0.41687345652243,0.345514891411852,"P4HB/PABPC1/ACTB/CDH1/APP/ACTA2/ACTG2/BRK1/CD177/CIB1/CFL1",11
"GO:0036464","GO:0036464","cytoplasmic ribonucleoprotein granule","11/461","85/5203",0.128568449207852,0.41687345652243,0.345514891411852,"RPS4X/RPLP0/PABPC1/ACTB/ZFP36/CSDE1/RPS6/EID1/GRB7/ZFP36L1/RPL28",11
"GO:0042581","GO:0042581","specific granule","11/461","85/5203",0.128568449207852,0.41687345652243,0.345514891411852,"DEGS1/LCN2/B2M/ORM1/CRISP3/SLPI/LTF/ORMDL3/OLFM4/CD177/ORM2",11
"GO:0055037","GO:0055037","recycling endosome","10/461","76/5203",0.131984100130192,0.424730788388887,0.352027239761572,"HLA-C/PDIA3/B2M/APP/NDRG1/HLA-E/HLA-B/LTF/HLA-A/ACKR1",10
"GO:0030425","GO:0030425","dendrite","21/461","184/5203",0.134914523362673,0.4270834507335,0.353977183711731,"ND1/HSP90AB1/HSP90AA1/RPLP0/CANX/APP/APOD/RPS6/CKB/HSPA8/PPP1R1B/RACK1/SCGN/ARF4/CIB1/IFT57/RPL28/FLNA/ELOVL5/CLU/CAMK2N1",21
"GO:0097447","GO:0097447","dendritic tree","21/461","184/5203",0.134914523362673,0.4270834507335,0.353977183711731,"ND1/HSP90AB1/HSP90AA1/RPLP0/CANX/APP/APOD/RPS6/CKB/HSPA8/PPP1R1B/RACK1/SCGN/ARF4/CIB1/IFT57/RPL28/FLNA/ELOVL5/CLU/CAMK2N1",21
"GO:0043204","GO:0043204","perikaryon","6/461","40/5203",0.138130538209887,0.4270834507335,0.353977183711731,"APP/ASS1/RACK1/CIB1/SERPINI1/FLNA",6
"GO:0030426","GO:0030426","growth cone","7/461","49/5203",0.138662987015253,0.4270834507335,0.353977183711731,"HSP90AB1/YWHAE/HSP90AA1/BASP1/APP/CIB1/FLNA",7
"GO:0098798","GO:0098798","mitochondrial protein-containing complex","18/461","155/5203",0.140651568910147,0.4270834507335,0.353977183711731,"ND1/ND5/ND4L/SLC25A6/ATP5F1B/ATP8/MRPL41/NDUFS5/COX7C/COX8A/SLC25A5/MCCC2/NDUFB11/NDUFS6/NDUFB7/ND2/COX5B/NDUFA1",18
"GO:0005773","GO:0005773","vacuole","38/461","360/5203",0.14128765787219,0.4270834507335,0.353977183711731,"ACP3/ANPEP/FTL/HSP90AB1/HSP90AA1/EEF1A1/CALR/PSAP/CD63/LAPTM4A/RPN2/GRN/FMOD/TSPAN1/HLA-DRA/BGN/PIGR/PYGB/HSPA8/HLA-DRB5/GNB2/PRDX6/ASS1/STARD3/ITM2C/IFITM3/ACLY/CD74/BST2/ATP6V0E1/DDOST/SDC1/LUM/AP2S1/HLA-DRB1/ORM2/ATP6V1G1/SDC4",38
"GO:0000791","GO:0000791","euchromatin","3/461","15/5203",0.141695911224666,0.4270834507335,0.353977183711731,"JUN/H1-2/H1-0",3
"GO:0005751","GO:0005751","mitochondrial respiratory chain complex IV","3/461","15/5203",0.141695911224666,0.4270834507335,0.353977183711731,"COX7C/COX8A/COX5B",3
"GO:0005814","GO:0005814","centriole","3/461","15/5203",0.141695911224666,0.4270834507335,0.353977183711731,"HSPA1A/HSPA1B/HSPA6",3
"GO:0016328","GO:0016328","lateral plasma membrane","5/461","32/5203",0.148417926031952,0.444215890501227,0.368176967778932,"TACSTD2/CDH1/EPCAM/CLDN3/CLDN4",5
"GO:0030427","GO:0030427","site of polarized growth","7/461","50/5203",0.149753147927652,0.445099634118299,0.368909436049845,"HSP90AB1/YWHAE/HSP90AA1/BASP1/APP/CIB1/FLNA",7
"GO:0043235","GO:0043235","receptor complex","12/461","99/5203",0.163661374392574,0.48308322924153,0.400391166390545,"HSP90AB1/TRGC1/B2M/APP/PIGR/RAMP1/ERBB2/HSPD1/PLXNB2/CD74/TRGC2/GPRC5A",12
"GO:0010008","GO:0010008","endosome membrane","24/461","220/5203",0.164919440882399,0.483462470531965,0.400705490824575,"STEAP2/OR51E2/RHOB/HLA-C/PDIA3/B2M/CD63/LAPTM4A/NDRG1/HLA-DRA/RPS27A/HLA-E/HLA-B/HLA-DRB5/HLA-A/ERBB2/STARD3/IFITM3/PMEPA1/ATP6V0E1/STEAP4/UBC/AP2S1/HLA-DRB1",24
"GO:0042383","GO:0042383","sarcolemma","8/461","61/5203",0.168576373340268,0.490821005371666,0.406804424029148,"BGN/KRT8/BSG/KRT19/DES/EZR/CIB1/PGM5",8
"GO:0044297","GO:0044297","cell body","22/461","201/5203",0.173731636003596,0.502413109523914,0.416412242768222,"ND1/HSP90AB1/HSP90AA1/CANX/APP/APOD/RPS6/ACTA2/ACTG2/CKB/GNB2/ASS1/PPP1R1B/EZR/RACK1/CIB1/TRPM4/SERPINI1/RPL28/FLNA/ELOVL5/CAMK2N1",22
"GO:0045334","GO:0045334","clathrin-coated endocytic vesicle","6/461","43/5203",0.176654570676044,0.507437290264073,0.420576406342825,"HLA-DRA/HLA-DRB5/CD74/AP2S1/HLA-DRB1/SFTPA2",6
"GO:0044322","GO:0044322","endoplasmic reticulum quality control compartment","3/461","17/5203",0.186345791427332,0.531706658205987,0.440691450603585,"CALR/CANX/HERPUD1",3
"GO:0035770","GO:0035770","ribonucleoprotein granule","11/461","92/5203",0.188566981920663,0.534481246768502,0.442991097297062,"RPS4X/RPLP0/PABPC1/ACTB/ZFP36/CSDE1/RPS6/EID1/GRB7/ZFP36L1/RPL28",11
"GO:0031902","GO:0031902","late endosome membrane","8/461","63/5203",0.191015069339244,0.537858221560503,0.445790016394219,"RHOB/CD63/LAPTM4A/HLA-DRA/HLA-DRB5/STARD3/IFITM3/HLA-DRB1",8
"GO:0005912","GO:0005912","adherens junction","10/461","83/5203",0.196850043134293,0.550665480140375,0.456404984769568,"S100A11/PDLIM5/ACTB/CDH1/NDRG1/ALOX15B/SHROOM1/KRT18/MYH9/PGM5",10
"GO:0098978","GO:0098978","glutamatergic synapse","13/461","113/5203",0.198400065744434,0.551397585315701,0.457011771400372,"YWHAE/CANX/ACTB/CDH1/PFN1/NDRG1/SPARCL1/ARF1/HSPA8/YWHAZ/PPP1R1B/ARF4/FLNA",13
"GO:0030667","GO:0030667","secretory granule membrane","16/461","144/5203",0.203565813763848,0.562104311554368,0.465885767323714,"ACP3/ANPEP/DEGS1/HLA-C/APLP2/PSAP/CD63/HLA-B/PIGR/BSG/ORMDL3/CD177/GP2/BST2/DDOST/LGALS3",16
"GO:0042101","GO:0042101","T cell receptor complex","2/461","10/5203",0.220059530140507,0.599907508918069,0.497217979600072,"TRGC1/TRGC2",2
"GO:0042583","GO:0042583","chromaffin granule","2/461","10/5203",0.220059530140507,0.599907508918069,0.497217979600072,"CHGA/CLU",2
"GO:0031252","GO:0031252","cell leading edge","18/461","168/5203",0.229986452230346,0.614510710206895,0.50932146910901,"S100A11/EEF1A1/P4HB/PABPC1/ACTB/CDH1/APP/ACTA2/ACTG2/ARF1/BRK1/EZR/CD177/S100A6/ARF4/CIB1/CFL1/MYH9",18
"GO:0001669","GO:0001669","acrosomal vesicle","4/461","28/5203",0.232553677479569,0.614510710206895,0.50932146910901,"SKIL/CALR/BSG/ABHD2",4
"GO:0030175","GO:0030175","filopodium","6/461","47/5203",0.233789849797976,0.614510710206895,0.50932146910901,"ACP3/APP/ACTA2/ACTG2/EZR/CIB1",6
"GO:0035578","GO:0035578","azurophil granule lumen","6/461","47/5203",0.233789849797976,0.614510710206895,0.50932146910901,"FTL/GRN/PYGB/PRDX6/ACLY/ORM2",6
"GO:0045277","GO:0045277","respiratory chain complex IV","3/461","19/5203",0.234030948046084,0.614510710206895,0.50932146910901,"COX7C/COX8A/COX5B",3
"GO:0046658","GO:0046658","anchored component of plasma membrane","3/461","19/5203",0.234030948046084,0.614510710206895,0.50932146910901,"CD24/CD177/GP2",3
"GO:0030659","GO:0030659","cytoplasmic vesicle membrane","45/461","456/5203",0.236794382363379,0.617975583241013,0.512193240413727,"ACP3/ANPEP/STEAP2/OR51E2/RHOB/DEGS1/CALR/HLA-C/PDIA3/B2M/APLP2/PSAP/CD63/LAPTM4A/NDRG1/HLA-DRA/RPS27A/HLA-E/HLA-B/PIGR/BSG/COPG1/SYNGR2/HSPA8/HLA-DRB5/HLA-A/ORMDL3/ERBB2/STARD3/IFITM3/CD177/CPE/GP2/CD74/BST2/PMEPA1/ATP6V0E1/SCGN/STEAP4/DDOST/LGALS3/UBC/GPRC5A/AP2S1/HLA-DRB1",45
"GO:0030669","GO:0030669","clathrin-coated endocytic vesicle membrane","5/461","38/5203",0.243477970513556,0.631567099271528,0.523458220498044,"HLA-DRA/HLA-DRB5/CD74/AP2S1/HLA-DRB1",5
"GO:0031226","GO:0031226","intrinsic component of plasma membrane","40/461","404/5203",0.246102417882732,0.634529125625357,0.525913220205965,"TMPRSS2/DEGS1/FOLH1/CANX/GOLM1/HLA-C/TGM2/APP/CD63/F3/PLPP1/TSPAN1/HLA-DRA/VSIG2/BCAM/HLA-B/PIGR/CLDN3/BSG/CLDN4/TMBIM6/CD24/RAMP1/HLA-A/ERBB2/SLC25A5/TSPAN13/MIEN1/CD177/GP2/PLXNB2/TRGC2/TRPM8/TSPAN8/SDC1/GPRC5A/TRPM4/SLC1A5/HLA-DRB1/SDC4",40
"GO:0043296","GO:0043296","apical junction complex","7/461","58/5203",0.251332077439693,0.64413250984544,0.533872739345581,"ACTG1/ACTB/CDH1/EPCAM/CLDN3/CLDN4/SHROOM1",7
